date,title,trail_text,source,section,url,query,sentiment_text,news_vader_compound,news_vader_pos,news_vader_neu,news_vader_neg,news_sentiment_label
2017-10-15,Morning mail: truck bomb kills more than 200 in Somalia,"<strong>Monday: </strong>At least 239 people die in Mogadishu attack, blamed on al-Qaida affiliate al-Shabaab. Plus: Australian power prices go through the roof",The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/oct/16/morning-mail-truck-bomb-kills-more-than-200-in-somalia,"""Commonwealth Bank""","Morning mail: truck bomb kills more than 200 in Somalia <strong>Monday: </strong>At least 239 people die in Mogadishu attack, blamed on al-Qaida affiliate al-Shabaab. Plus: Australian power prices go through the roof",-0.9501,0.0,0.616,0.384,negative
2017-10-16,"Those on brink of bankruptcy spend more on gambling, Salvation Army says",Charity links steep increase in gambling outlay on rise of online betting targeting low-income market,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/oct/17/those-on-brink-of-bankruptcy-spend-more-on-gambling-salvation-army-says,"""Commonwealth Bank""","Those on brink of bankruptcy spend more on gambling, Salvation Army says Charity links steep increase in gambling outlay on rise of online betting targeting low-income market",0.6249,0.169,0.831,0.0,positive
2017-10-19,Morning mail: Jacinda Ardern takes helm in NZ,<strong>Friday: </strong>Labour leader forms government 26 days after election with the help of NZ First’s Winston Peters. Plus: Holden’s last car leaves the factory,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/oct/20/morning-mail-jacinda-ardern-takes-helm-in-nz,"""Commonwealth Bank""",Morning mail: Jacinda Ardern takes helm in NZ <strong>Friday: </strong>Labour leader forms government 26 days after election with the help of NZ First’s Winston Peters. Plus: Holden’s last car leaves the factory,0.4019,0.08,0.92,0.0,positive
2017-10-20,"Commonwealth Bank defends $20,000 limit on deposit machines",Chief executive Ian Narev and chairman Catherine Livingstone appear before parliamentary inquiry,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/oct/21/commonwealth-bank-defends-20000-limit-on-deposit-machines,"""Commonwealth Bank""","Commonwealth Bank defends $20,000 limit on deposit machines Chief executive Ian Narev and chairman Catherine Livingstone appear before parliamentary inquiry",0.0,0.0,1.0,0.0,neutral
2017-10-22,"Regulation is back, after years of neoliberal neglect",Government intervention is back in vogue as the problems of the free market start to pile up,The Guardian,Opinion,https://www.theguardian.com/business/commentisfree/2017/oct/23/regulation-is-back-after-years-of-neoliberal-neglect,"""Commonwealth Bank""","Regulation is back, after years of neoliberal neglect Government intervention is back in vogue as the problems of the free market start to pile up",-0.34,0.106,0.71,0.184,negative
2017-10-22,Morning mail: Shinzo Abe returned in landslide,<strong>Monday: </strong>Japanese prime minister on course to win ‘supermajority’ as North Korea threat plays on voters’ minds. Plus: fuel efficiency claims in spotlight,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/oct/23/morning-mail-shinzo-abe-returned-in-landslide,"""Commonwealth Bank""",Morning mail: Shinzo Abe returned in landslide <strong>Monday: </strong>Japanese prime minister on course to win ‘supermajority’ as North Korea threat plays on voters’ minds. Plus: fuel efficiency claims in spotlight,0.5994,0.22,0.69,0.09,positive
2017-10-25,AFP won't hand over seized documents until at least Friday – as it happened,The opposition calls AFP raids on the Australian Workers’ Union ‘an abuse of power’ and claims Michaelia Cash is responsible for the ‘witch-hunt’ . Follow the day’s events live,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2017/oct/25/labor-calls-australian-workers-union-raids-an-abuse-of-power-politics-live,"""Commonwealth Bank""",AFP won't hand over seized documents until at least Friday – as it happened The opposition calls AFP raids on the Australian Workers’ Union ‘an abuse of power’ and claims Michaelia Cash is responsible for the ‘witch-hunt’ . Follow the day’s events live,-0.6734,0.047,0.814,0.139,negative
2017-11-07,Morning mail: CommBank's Sheryl Crow connection,"<strong>Wednesday: </strong>Paradise Papers reveal how investment bank invested in rock songs, whose earnings were held in tax havens. Plus: Labor in trouble over citizenship",The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/nov/08/morning-mail-commbanks-sheryl-crow-connection,"""Commonwealth Bank""","Morning mail: CommBank's Sheryl Crow connection <strong>Wednesday: </strong>Paradise Papers reveal how investment bank invested in rock songs, whose earnings were held in tax havens. Plus: Labor in trouble over citizenship",-0.4019,0.0,0.915,0.085,negative
2017-11-08,Australian stock market sustains highest point since global financial crisis,"ASX200 closes above 6,000-point barrier for second day running as it sustains post-GFC highs ",The Guardian,Business,https://www.theguardian.com/business/2017/nov/08/australian-stock-market-reaches-highest-point-since-global-financial-crisis,"""Commonwealth Bank""","Australian stock market sustains highest point since global financial crisis ASX200 closes above 6,000-point barrier for second day running as it sustains post-GFC highs ",-0.6808,0.0,0.797,0.203,negative
2017-11-16,Commonwealth Bank says its lending for coal will continue to decline,Analysts say a test of the bank’s withdrawal from coal will come when Adani’s Abbot Point terminal comes up for refinancing,The Guardian,Environment,https://www.theguardian.com/environment/2017/nov/16/commonwealth-bank-says-its-lending-for-coal-will-continue-to-decline,"""Commonwealth Bank""",Commonwealth Bank says its lending for coal will continue to decline Analysts say a test of the bank’s withdrawal from coal will come when Adani’s Abbot Point terminal comes up for refinancing,0.0258,0.034,0.966,0.0,neutral
2017-11-16,Monetising millennials: what the corporate world thinks it knows about young people,At Sydney’s Millennial 20/20 conference the wifi password is SmashedAvo and the attitude is predatory infantilisation,The Guardian,Media,https://www.theguardian.com/media/2017/nov/16/monetising-millennials-what-the-corporate-world-thinks-it-knows-about-young-people,"""Commonwealth Bank""",Monetising millennials: what the corporate world thinks it knows about young people At Sydney’s Millennial 20/20 conference the wifi password is SmashedAvo and the attitude is predatory infantilisation,0.0,0.0,1.0,0.0,neutral
2017-11-22,'Tourism gold': Australian business expects big wins from the Ashes,"Start of men’s series heralds $400m boost to local economy with 30,000 England fans expected to travel for Tests ",The Guardian,Sport,https://www.theguardian.com/sport/2017/nov/23/tourism-gold-australian-business-expects-big-wins-from-the-ashes,"""Commonwealth Bank""","'Tourism gold': Australian business expects big wins from the Ashes Start of men’s series heralds $400m boost to local economy with 30,000 England fans expected to travel for Tests ",0.7506,0.192,0.808,0.0,positive
2017-11-30,Dastyari returns to Senate for second statement – as it happened,"Sam Dastyari returns to the Senate to give a fuller statement of his dealings with a Chinese donor. Meanwhile, Malcolm Turnbull says banking inquiry is ‘regrettable but necessary’. Follow all the day’s news here",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2017/nov/30/coalition-labor-turnbull-shorten-dastyari-politics-live,"""Commonwealth Bank""","Dastyari returns to Senate for second statement – as it happened Sam Dastyari returns to the Senate to give a fuller statement of his dealings with a Chinese donor. Meanwhile, Malcolm Turnbull says banking inquiry is ‘regrettable but necessary’. Follow all the day’s news here",0.0,0.0,1.0,0.0,neutral
2017-11-30,Peter Dutton says royal commission a chance to investigate union links to super funds,Immigration minister says banking royal commission regrettable but a ‘good opportunity’ to examine industry super funds,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/nov/30/peter-dutton-says-royal-commission-a-chance-to-investigate-union-links-to-super-funds,"""Commonwealth Bank""",Peter Dutton says royal commission a chance to investigate union links to super funds Immigration minister says banking royal commission regrettable but a ‘good opportunity’ to examine industry super funds,0.7992,0.248,0.694,0.057,positive
2017-11-30,Morning mail: Dutton takes aim at union super,<strong>Friday: </strong>Minister says banking inquiry regrettable but may have benefits. Plus: Theresa May says she was ‘very clear’ in criticism of Trump,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/dec/01/morning-mail-dutton-takes-aim-at-union-super,"""Commonwealth Bank""",Morning mail: Dutton takes aim at union super <strong>Friday: </strong>Minister says banking inquiry regrettable but may have benefits. Plus: Theresa May says she was ‘very clear’ in criticism of Trump,-0.0387,0.155,0.687,0.159,neutral
2017-12-02,"Increase company tax based on executive pay, Wayne Swan says","Commonwealth Bank head earned $12.3m last year – the combined pay of 250 tellers at the bank, former treasurer says",The Guardian,World news,https://www.theguardian.com/world/2017/dec/02/increase-company-tax-based-on-executive-pay-wayne-swan-says,"""Commonwealth Bank""","Increase company tax based on executive pay, Wayne Swan says Commonwealth Bank head earned $12.3m last year – the combined pay of 250 tellers at the bank, former treasurer says",0.25,0.117,0.798,0.086,positive
2017-12-03,"Adani coalmine project: China Construction Bank won't grant loan, PR firm says","News could deal a blow to Carmichael coal project, which has so far been declined finance by 25 commercial banks",The Guardian,Business,https://www.theguardian.com/business/2017/dec/02/adani-group-china-construction-bank-wont-grant-loan-pr-firm-says,"""Commonwealth Bank""","Adani coalmine project: China Construction Bank won't grant loan, PR firm says News could deal a blow to Carmichael coal project, which has so far been declined finance by 25 commercial banks",-0.2755,0.0,0.936,0.064,negative
2017-12-04,ABC radio programs PM and The World Today to be halved in length,<strong>Exclusive: </strong>Staff told shortened formats will ‘leave the audience wanting more’ as Myf Warhurst fronts a lighter offering,The Guardian,Media,https://www.theguardian.com/media/2017/dec/05/abc-radio-programs-pm-and-the-world-today-to-be-halved-in-length,"""Commonwealth Bank""",ABC radio programs PM and The World Today to be halved in length <strong>Exclusive: </strong>Staff told shortened formats will ‘leave the audience wanting more’ as Myf Warhurst fronts a lighter offering,0.0,0.0,1.0,0.0,neutral
