date,title,trail_text,source,section,url,query
2017-11-30,Morning mail: Dutton takes aim at union super,<strong>Friday: </strong>Minister says banking inquiry regrettable but may have benefits. Plus: Theresa May says she was ‘very clear’ in criticism of Trump,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/dec/01/morning-mail-dutton-takes-aim-at-union-super,"""Commonwealth Bank"""
2017-12-02,"Increase company tax based on executive pay, Wayne Swan says","Commonwealth Bank head earned $12.3m last year – the combined pay of 250 tellers at the bank, former treasurer says",The Guardian,World news,https://www.theguardian.com/world/2017/dec/02/increase-company-tax-based-on-executive-pay-wayne-swan-says,"""Commonwealth Bank"""
2017-12-03,"Adani coalmine project: China Construction Bank won't grant loan, PR firm says","News could deal a blow to Carmichael coal project, which has so far been declined finance by 25 commercial banks",The Guardian,Business,https://www.theguardian.com/business/2017/dec/02/adani-group-china-construction-bank-wont-grant-loan-pr-firm-says,"""Commonwealth Bank"""
2017-12-04,ABC radio programs PM and The World Today to be halved in length,<strong>Exclusive: </strong>Staff told shortened formats will ‘leave the audience wanting more’ as Myf Warhurst fronts a lighter offering,The Guardian,Media,https://www.theguardian.com/media/2017/dec/05/abc-radio-programs-pm-and-the-world-today-to-be-halved-in-length,"""Commonwealth Bank"""
2017-12-06,Is this the end of the road for Adani’s Australian megamine?,"Australian and Chinese banks have turned it down, and analysts say Adani’s failure to secure funding for the Carmichael mine leaves it high and dry",The Guardian,Environment,https://www.theguardian.com/environment/2017/dec/07/is-this-the-end-of-the-road-for-adanis-australian-megamine,"""Commonwealth Bank"""
2017-12-14,National Australia Bank stops all lending for new thermal coal projects,Move makes NAB the first major Australian bank to phase out support for industry but it will continue to finance projects already on its books,The Guardian,Australia news,https://www.theguardian.com/australia-news/2017/dec/14/national-australia-bank-stops-all-lending-for-new-thermal-coal-projects,"""Commonwealth Bank"""
2017-12-14,Turnbull declares 'jobs and growth' a reality as employment surges,"In a streak not seen since 1994, job numbers grow for 14th consecutive month, with greatest gains in Victoria and NSW",The Guardian,Business,https://www.theguardian.com/business/2017/dec/14/turnbull-declares-jobs-and-growth-a-reality-as-employment-surges,"""Commonwealth Bank"""
2017-12-16,"Turnbull takes credit for jobs surge, but groundwork was laid years ago",Much of the acceleration in employment is due to the rollout of the National Disability Insurance Scheme introduced by Labor,The Guardian,Business,https://www.theguardian.com/business/2017/dec/16/turnbull-takes-credit-for-jobs-surge-but-groundwork-was-laid-years-ago,"""Commonwealth Bank"""
2017-12-31,Cabinet papers 1994-95: How Keating's big agenda paved way for Howard's 1996 win,The PM’s vision included Australia becoming a republic and Indigenous reconciliation – but people just wanted jobs,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jan/01/cabinet-papers-1994-95-how-keatings-big-agenda-paved-way-for-howards-1996-win,"""Commonwealth Bank"""
2018-01-16,Minerals Council says it makes political donations to gain access to MPs,Mining body says contributions ‘provide additional opportunities for the MCA to meet with members of parliament’,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jan/17/minerals-council-says-it-makes-political-donations-to-gain-access-to-mps,"""Commonwealth Bank"""
2018-01-18,Australia saw record jobs boom in 2017 but future bleak on wages,"Creation of 400,000 jobs offset by anaemic pace of wages growth and high underemployment and underutilisation rates",The Guardian,Business,https://www.theguardian.com/business/2018/jan/18/australia-saw-record-jobs-boom-in-2017-but-future-bleak-on-wages,"""Commonwealth Bank"""
2018-01-24,Asic accuses banks' financial advisers of working against customers' interests,Watchdog says advice frequently risked leaving customers in worse financial position,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jan/24/asic-accuses-banks-financial-advisers-of-working-against-customers-interests,"""Commonwealth Bank"""
2018-01-28,Privatisation is deeply unpopular with voters. Here's how to end it,Australia’s commercial statutory authority model is the perfect way to renationalise assets,The Guardian,Opinion,https://www.theguardian.com/commentisfree/2018/jan/29/privatisation-is-deeply-unpopular-with-voters-heres-how-to-end-it,"""Commonwealth Bank"""
2018-01-28,Commonwealth Bank names Matt Comyn as CEO replacing Ian Narev,"Comyn, 42, was the ‘outstanding candidate’, says bank’s chairwoman",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jan/29/commonwealth-bank-names-matt-comyn-as-ceo-replacing-ian-narev,"""Commonwealth Bank"""
2018-01-31,"Australia ‘locked’ into low inflation and low wage growth, economists fear",Australia in longest period of low inflation since 1990s and economists say it could last another two years ,The Guardian,Business,https://www.theguardian.com/business/2018/jan/31/australia-locked-into-low-inflation-and-low-wage-growth-economists-fear,"""Commonwealth Bank"""
2018-02-06,Cormann says mandating wage rises in return for tax cuts would undermine free market,Finance minister joins Bill Shorten and inequality experts in rejecting the idea,The Guardian,Business,https://www.theguardian.com/business/2018/feb/06/mathias-cormann-says-lifting-wages-in-return-for-tax-cut-would-undermine-free-market,"""Commonwealth Bank"""
2018-02-06,"Wall Street bounces back, but FTSE 100 suffers biggest fall since Brexit vote -  as it happened"," The Dow Jones has surged by 567 points as the US stock market roared back from its slump on Monday, but European stocks had a bad day",The Guardian,Business,https://www.theguardian.com/business/live/2018/feb/06/stock-market-turmoil-europe-ftse100-heavy-losses-asia-us-dow-jones-live-updates,"""Commonwealth Bank"""
2018-02-07,Commonwealth Bank profit falls amid money-laundering scandal,Six-month cash profit down 1.9% after bank set aside $375m provision against potential fines,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/feb/07/commonwealth-bank-profit-falls-amid-money-laundering-scandal,"""Commonwealth Bank"""
2018-02-07,'Being a liberal is not easy': George Brandis gives final speech to the Senate – as it happened,Former attorney general gives his valedictory speech before he heads off to a new role as Australia’s high commissioner to the UK next month. Follow events live ...,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/feb/07/jim-molan-expresses-regret-for-not-cleaning-up-his-social-media-politics-live,"""Commonwealth Bank"""
2018-02-07,Morning mail: water-sharing plan altered by minister to suit irrigators,<strong>Thursday: </strong>Lobbying gained extra 32% in legal extractions in the Barwon-Darling region. Plus: Barnaby Joyce ‘incredibly hurt’ over reporting of affair,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/feb/08/morning-mail-water-sharing-plan-altered-by-minister-to-suit-irrigators,"""Commonwealth Bank"""
2018-02-15,Stock markets rise as investors shrug off inflation worries - as it happened,"All the day’s economic and financial news, as shares recover from last week’s rout",The Guardian,Business,https://www.theguardian.com/business/live/2018/feb/15/stock-markets-investors-inflation-ftse-pound-us-jobs-factories-business-live,"""Commonwealth Bank"""
2018-03-07,"Donald Trump's tariffs 'highly regrettable', Reserve Bank governor says",Philip Lowe says tariffs on steel and aluminium imports would be costly to Australia and US,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/07/donald-trumps-tariffs-highly-regrettable-reserve-bank-governor-says,"""Commonwealth Bank"""
2018-03-13,Banking royal commission: credit card horror stories reveal lifelines that help you sink,First day of hearings in Melbourne told an everyday story of unmanageable debt made worse and worse,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/13/banking-royal-commission-credit-card-horror-stories-reveal-lifelines-that-help-you-sink,"""Commonwealth Bank"""
2018-03-15,"Broker payments an incentive to sell risky mortgages, CBA admits",Commonwealth Bank says brokers are selling mortgages that are riskier and more likely to burden customers with excessive debt,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/15/broker-payments-an-incentive-to-sell-risky-mortgages-cba-admits,"""Commonwealth Bank"""
2018-03-16,Banking royal commission hears broker viewed Westpac loans as 'easier' to get,Aussie Home Loans criticised for lax compliance around fraudulent behaviour of four of its mortgage brokers,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/16/banking-royal-commission-hears-broker-viewed-westpac-loans-as-easier-to-get,"""Commonwealth Bank"""
2018-03-19,ANZ admits not checking key details of loan applications made via brokers,"Royal commission hears that nearly 60% of loans approved by ANZ were submitted by brokers, with little verification carried out by the bank",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/19/anz-admits-not-checking-key-details-of-loan-applications-made-via-brokers,"""Commonwealth Bank"""
2018-03-20,Banking royal commission: CBA admits it failed to find system error for four years,"ANZ under pressure over 300,000 unsolicited overdraft offers it sent out to customers",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/20/banking-royal-commission-cba-admits-it-failed-to-find-system-error-for-four-years,"""Commonwealth Bank"""
2018-03-22,Commonwealth Bank offered credit card increases to problem gambler,Customer tells royal commission that CBA continued to offer him increases despite him pleading for them not to,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/22/commonwealth-bank-offered-credit-card-increases-to-problem-gambler,"""Commonwealth Bank"""
2018-03-23,'They can see I've a gambling problem': Banks' lending practices laid bare at royal commission,Among the details of how the big four operate lie stories of personal pain made worse by financial irresponsibility,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/mar/24/they-can-see-ive-a-gambling-problem-banks-lending-practices-laid-bare-at-royal-commision,"""Commonwealth Bank"""
2018-03-26,Australian cricket crisis: players await ball-tampering fate – as it happened,"Steve Smith, David Warner and Cameron Bancroft will find out on Wednesday what punishment they face for their roles in the ball-tampering scandal",The Guardian,Sport,https://www.theguardian.com/sport/live/2018/mar/26/australia-cricket-crisis-ball-tampering-steve-smith-england-ashes-updates-live,"""Commonwealth Bank"""
2018-03-27,Australian cricket ball tampering: officials arrive for talks in South Africa – as it happened,"<strong>Rolling report</strong>: James Sutherland has arrived in South Africa for crunch talks that will decide the fate of Steve Smith, David Warner and Darren Lehmann",The Guardian,Sport,https://www.theguardian.com/sport/live/2018/mar/27/australian-cricket-ball-tampering-coach-darren-lehmann-reportedly-to-resign-live,"""Commonwealth Bank"""
2018-03-29,Magellan terminates deal with Cricket Australia as personal sponsors pull plug,Cricket Australia’s Test naming rights sponsor has torn up its deal as player sponsors also jump ship in the wake of the ball-tampering scandal,The Guardian,Sport,https://www.theguardian.com/sport/2018/mar/29/magellan-terminates-sponsorship-deal-with-cricket-australia,"""Commonwealth Bank"""
2018-03-29,Australia's ball-tampering scandal delivers bout of soul-searching,Tearful cricketers face the cameras as national team sees wave of resignations in what could be country’s biggest sporting crisis ,The Guardian,Sport,https://www.theguardian.com/sport/2018/mar/29/australias-ball-tampering-scandal-delivers-bout-of-soul-searching,"""Commonwealth Bank"""
2018-04-13,Lachlan Murdoch fills Rupert's empty chair at News Corp meeting,"Octogenarian misses board meeting. Plus: Fifield greets ABC admission with glee, and Prince Charles joins reality TV",The Guardian,Media,https://www.theguardian.com/media/2018/apr/13/lachlan-murdoch-fills-ruperts-empty-chair-at-news-corp-meeting,"""Commonwealth Bank"""
2018-04-13,RBA: financial risk easing but high household debt a concern,The Reserve Bank’s latest review says potential for future economic shocks increased by practices of the past,The Guardian,Business,https://www.theguardian.com/business/2018/apr/13/rba-financial-risk-easing-but-high-household-debt-a-concern,"""Commonwealth Bank"""
2018-04-16,Banking royal commission told 90% of financial advisers ignored clients' best interests,Inquiry also told that just 35% of all financial advisers have a degree at bachelor level or above,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/16/banking-royal-commission-told-90-of-financial-advisers-ignored-clients-best-interests,"""Commonwealth Bank"""
2018-04-18,Banking royal commission: CBA agrees it is the 'gold medallist' at fees for no service,Tony Abbott says hearings casting spotlight on ‘contemptible’ practices despite his earlier opposition,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/18/banking-royal-commission-cba-agrees-it-is-the-gold-medallist-at-fees-for-no-service,"""Commonwealth Bank"""
2018-04-19,"Commonwealth Bank charged fees to dead clients, royal commission hears",Some advisers charged the deceased for financial advice – in one case for a decade,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/19/commonwealth-bank-charged-fees-to-dead-clients-royal-commission-hears,"""Commonwealth Bank"""
2018-04-19,"Regulator needs stronger powers to deal with bank misconduct, Choice says",Consumer watchdog says it is clear AMP and Commonwealth Bank ‘feel no compulsion to abide by the law’,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/20/regulator-needs-stronger-powers-to-deal-with-bank-misconduct-choice-says,"""Commonwealth Bank"""
2018-04-19,Morning mail: Crunch time for Frydenberg's energy pitch,Friday: The national energy guarantee will be thrashed out in Melbourne. Plus: Facebook moves Australian users outside reach of European privacy law,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/20/morning-mail-crunch-time-for-frydenbergs-energy-pitch,"""Commonwealth Bank"""
2018-04-19,AMP's chief executive to stand down immediately amid banking commission scandal,"Craig Meller will leave the company, which has issued an unreserved apology for misconduct and failures",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/20/amp-chief-executivebanking-royal-commission-scandal,"""Commonwealth Bank"""
2018-04-19,Banking royal commission: all you need to know – so far,The inquiry into banks and financial services firms has revealed malpractice that in some cases has ruined lives,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/20/banking-royal-commission-all-you-need-to-know-so-far,"""Commonwealth Bank"""
2018-04-20,Westpac held back details from rival about dodgy financial adviser,Bank admits to inquiry that it took months for it to report the planner’s breaches to Asic,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/20/westpac-held-back-details-from-rival-about-dodgy-financial-adviser,"""Commonwealth Bank"""
2018-04-20,"'Ruthless, careless and irresponsible': readers share banking nightmares",The sheer scale of malpractice uncovered over the past week could lead top the banking royal commission being extended,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/21/banking-royal-commission-australia-readers-share-experiences,"""Commonwealth Bank"""
2018-04-22,Banking royal commission: Labor asks Turnbull for compensation scheme,"Letter to prime minister calls for inquiry extension, victim compensation and apology from Coalition ",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/23/banking-royal-commission-labor-asks-turnbull-for-compensation-scheme,"""Commonwealth Bank"""
2018-04-22,Coalition narrows gap in latest Newspoll as PM defends resisting banking inquiry,Turnbull says delay helped put ‘customers first’ as poll shows government behind the opposition 49% to 51% on the two-party-preferred measure ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/apr/23/coalition-narrows-gap-newspoll-government-31st-loss,"""Commonwealth Bank"""
2018-04-23,Australia was conned by financial regulators. And now we'll pay the price,"Politicians, regulators and the media must all be held to account for failing to expose wrongdoing uncovered in the banking royal commission",The Guardian,Australia news,https://www.theguardian.com/australia-news/commentisfree/2018/apr/23/australia-was-conned-by-financial-regulators-and-now-well-pay-the-price,"""Commonwealth Bank"""
2018-04-23,Banking royal commission: AMP says adviser with conflict a 'grave concern' – as it happened,"Commission continues with further cases of inappropriate advice involving ANZ and AMP, then NAB financial advisers. Follow it live …",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/apr/23/banking-royal-commission-anz-amp-nab-evidence-live,"""Commonwealth Bank"""
2018-04-26,Financial advice firm declines to assist banking royal commission – as it happened,Dover Financial appears to have<strong> </strong>not properly answered a notice to produce documentation from the commission,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/apr/26/banking-royal-commission-penalties-for-financial-advisers-in-spotlight-live,"""Commonwealth Bank"""
2018-04-27,"Banking royal commission: Westpac, AMP and CBA may have breached Corporations Act – as it happened",Sam Henderson’s firm Henderson Maxwell recommended for criminal charges,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/apr/27/banking-royal-commission-financial-advice-groups-under-microscope-live,"""Commonwealth Bank"""
2018-04-30,'Money for jam': Commonwealth Bank accused after damning regulator's report,Scott Morrison says report showing executives are unaccountable ‘needs to be on the agenda’ of every board in the country ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/01/commonwealth-bank-accused-damning-regulators-report,"""Commonwealth Bank"""
2018-05-01,Annual capital city home values fall for the first time since 2012,"Regional centres outpace cities, as tighter lending standards continue to bite",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/01/annual-capital-city-home-values-fall-for-the-first-time-since-2012,"""Commonwealth Bank"""
2018-05-01,Morning mail: warning Murray-Darling plan was likely unlawful,"Wednesday: There’s a fundamental legal error, Murray-Darling royal commission chair says. Plus, Trump tweets about Mueller questions",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/02/morning-mail-murray-darling-plan-unlawful-trump-leaks-elderly-drivers,"""Commonwealth Bank"""
2018-05-02,"Company tax cut plan doomed, chair of directors group says",Elizabeth Proust calls for focus to shift from business cuts to broader tax reform,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/02/company-tax-cut-plan-doomed-head-of-directors-group-says,"""Commonwealth Bank"""
2018-05-02,Tony Abbott on ABC breach: I’m not asking for an apology … but I should get one,Former PM complains of ‘chronic bias’ in broadcaster and says ‘ordinary decency’ requires a mea culpa,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/02/tony-abbott-on-abc-breach-im-not-asking-for-an-apology-but-i-should-get-one,"""Commonwealth Bank"""
2018-05-02,Morning mail: Commonwealth Bank loses data for 20m accounts,<strong>Thursday: </strong>Bank’s CEO assures customers no action is required by them. Plus: Cambridge Analytica to close after Facebook data scandal,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/03/morning-mail-commbank-loses-data-cambridge-analytica-shuts-abbott-under-fire,"""Commonwealth Bank"""
2018-05-03,Commonwealth Bank: information watchdog 'dropped the ball' over huge data loss,Privacy campaigners say Australia’s information commissioner should have told the public of the loss of 19m account details,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/03/commonwealth-bank-information-watchdog-dropped-the-ball-over-huge-data-loss,"""Commonwealth Bank"""
2018-05-03,Coalition berates Commonwealth Bank over failure to notify customers after data breach,Christian Porter says loss of backup tapes with details of almost 20 million accounts ‘very disappointing’,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/03/coalition-berates-commonwealth-bank-over-failure-to-notify-customers-after-data-breach,"""Commonwealth Bank"""
2018-05-03,"Commonwealth Bank board 'asleep at the wheel' during scandals, advocates say",Former treasurer Peter Costello says bank boards ‘complacent’ since surviving global financial crisis,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/04/commonwealth-bank-board-asleep-at-the-wheel-during-scandals-advocates-say,"""Commonwealth Bank"""
2018-05-04,Laughing all the way to the bank? The banks are – with impunity,"The excuses being made for banking scandals are hilarious, but the unwillingness to accept the problem’s scope is no joke",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2018/may/04/laughing-all-the-way-to-the-bank-the-banks-are-with-impunity,"""Commonwealth Bank"""
2018-05-07,Labor accuses Coalition of ignoring its own 'debt emergency' – as it happened,Scott Morrison pushed tax and infrastructure budget measures as Peter Dutton stressed people-smuggling still a threat,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/07/scott-morrison-pushes-tax-and-infrastructure-budget-measures-politics-live,"""Commonwealth Bank"""
2018-05-08,AMP’s three female non-executive directors to step down,Move comes after two faced opposition from shareholders at this week’s AGM following damaging revelations about company at the banking royal commission,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/08/amps-three-female-non-executive-directors-to-step-down,"""Commonwealth Bank"""
2018-05-08,Treasurer faces tax battle after revealing budget focused on next election – as it happened,"Scott Morrison insists all of tax package needs to be legislated together, including flat tax rate",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/08/budget-2018-peter-costello-slams-budget-management,"""Commonwealth Bank"""
2018-05-19,Commonwealth Bank apologises for staff manipulation of children's accounts,Dormant Dollamite accounts were activated with loose change in order to spruik sales and bonus targets,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/19/commonwealth-bank-apologises-for-staff-manipulation-of-childrens-accounts,"""Commonwealth Bank"""
2018-05-20,Greens rule out supporting tax cuts of either major party,Richard Di Natale says both parties’ plans will worsen inequality and cut vital revenue for essential services,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/21/greens-rule-out-supporting-tax-cuts-of-either-major-party,"""Commonwealth Bank"""
2018-05-21,Labor uses female MPs in question time to make gender point – as it happened,"On the other side, a group of the Coalition women walked in around the same time as the prime minister",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/21/government-backbenchers-push-ahead-with-live-export-ban-politics-live,"""Commonwealth Bank"""
2018-05-21,Banking royal commission: Westpac made claim against chronically ill pensioner's house,"Bank had allowed woman to be guarantor for daughter’s loan, and daughter’s business failed",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/21/westpac-made-claim-against-house-of-pensioner-with-chronic-poor-health,"""Commonwealth Bank"""
2018-05-25,Buyers – and sellers – beware as royal commission exposes banking's risky business,Hearings reveal more tales of reckless lending by banks – but also show that borrowers will take huge risks to make their dreams come true ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/26/buyers-and-sellers-beware-as-royal-commission-exposes-bankings-risky-business,"""Commonwealth Bank"""
2018-05-27,Morning mail: Giuliani admits 'Spygate' tactics,<strong>Monday: </strong>Lawyer admits he’s trying to sway public opinion by attacking FBI investigation. Plus: top 20% to benefit from flatter tax plan,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/28/morning-mail-giulianis-trump-pr-wealthy-tax-cuts-ricciardos-f1-win,"""Commonwealth Bank"""
2018-05-28,Ombudsman admits ruling over widow's loan repayment was wrong,Philip Field tells royal commission he regrets ruling that woman repay Suncorp loan in 12-18 months,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/28/ombudsman-admits-ruling-over-widows-loan-repayment-was-wrong,"""Commonwealth Bank"""
2018-05-29,Morning mail: Coalition's face-matching plan 'high risk',"<strong>Wednesday: </strong>Proposed technology racist and ‘insufficient’, says human rights legal group. Plus: Roseanne axed over ‘abhorrent’ tweets",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/may/30/morning-mail-face-matching-risk-roseanne-axed-spidermans-new-job,"""Commonwealth Bank"""
2018-05-31,Greg Hunt admits to 'strong conversation' with department head – as it happened,"Health minister also repeats apology for inappropriate language directed at mayor of Katherine. All the day’s events, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/may/31/greg-hunt-brian-burston-coalition-labor-politics-live,"""Commonwealth Bank"""
2018-06-04,Commonwealth Bank agrees to pay $700m to settle money laundering lawsuit,If federal court accepts offer it will be largest civil penalty in Australia’s corporate history,The Guardian,News,https://www.theguardian.com/news/2018/jun/04/commonwealth-bank-agrees-to-pay-700m-to-settle-money-laundering-lawsuit,"""Commonwealth Bank"""
2018-06-05,Steve Ciobo overturned mining loan ban without consulting department,Exclusive: Decision meant Coalition could start funding coalmining projects while banks retreated,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jun/06/steve-ciobo-overturned-mining-loan-ban-without-consulting-department,"""Commonwealth Bank"""
2018-06-07,PageUp data breach: thousands of job seekers' details potentially exposed,Software provider used by companies for job applications has been hacked,The Guardian,Technology,https://www.theguardian.com/technology/2018/jun/07/thousands-of-job-seekers-details-potentially-exposed-in-hack,"""Commonwealth Bank"""
2018-06-08,Australia's banks dodged the financial crisis. Then they got complacent,"Seeds were sown for scandals and inquiries in the aftermath of 2008, says a former top banker",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jun/09/australias-banks-dodged-the-financial-crisis-then-they-got-complacent,"""Commonwealth Bank"""
2018-06-23,"Forced asset sales by banks destroying farmers' lives, Nationals senator says",John Williams wants royal commission to investigate the practice and calls for tougher penalties,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jun/23/forced-asset-sales-by-banks-destroying-farmers-lives-nationals-senator-says,"""Commonwealth Bank"""
2018-06-25,Labor targets Turnbull over penalty rates as Shorten defends union record – as it happened,"Morrison ups the pressure on Labor to back company tax cuts while Labor says targeting PM in latest ad is ‘entirely legitimate’. All the day’s events, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/jun/25/coalition-polls-tax-hanson-politics-live,"""Commonwealth Bank"""
2018-06-28,Labor asks about 'any agreements with One Nation in last 48 hours' – as it happened,"Meanwhile, Andrew Wilkie says prosecuting Timor-Leste bugging whistleblower is ‘insane’. All the day’s events, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2018/jun/28/politics-coalition-labor-tax-shorten-turnbull,"""Commonwealth Bank"""
2018-07-23,One Nation candidate sold debt-laden company to Irish novice labourer who had left Australia,"Exclusive: Longman candidate Matthew Stephen gave incorrect information to government regulator about transfer of tiling company subject to $13,000 damages",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jul/23/one-nation-election-longman-candidate-matthew-stephen-company-debt-irish-labourer,"""Commonwealth Bank"""
2018-07-25,Most Australians' wages have declined but CEO pay is better than ever,"Workers in private sector, who are 85% of the workforce, are experiencing wages growth well below inflation",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jul/25/most-australians-wages-have-declined-but-ceo-pay-is-better-than-ever,"""Commonwealth Bank"""
2018-07-31,PM personally approved $443m fund for tiny Barrier Reef foundation,Head of Great Barrier Reef Foundation tells Senate inquiry money was offered at meeting with Turnbull and Josh Frydenberg,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/jul/30/malcolm-turnbull-present-when-443-million-dollars-offered-to-small-group-without-tender-inquiry-hears,"""Commonwealth Bank"""
2018-08-06,Asic to embed staff in big banks to enforce compliance,Supervisors from corporate watchdog will be stationed inside Australia’s biggest financial institutions as part of crackdown,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/07/asic-to-embed-staff-in-big-banks-to-enforce-compliance,"""Commonwealth Bank"""
2018-08-07,Australia's big four banks and AMP have had to pay or offer $222m to customers,Fee-for-no-service scandal grows as royal commission focuses on superannuation charges,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/07/australias-big-four-banks-and-amp-have-had-to-pay-or-offer-222m-to-customers,"""Commonwealth Bank"""
2018-08-07,Greens want Australia's banks broken up over 'shocking degree of rot',"Party would force Westpac, ANZ, NAB and the Commonwealth Bank to divest wealth management arms",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/08/greens-want-australias-banks-broken-up-over-shocking-degree-of-rot,"""Commonwealth Bank"""
2018-08-08,AMP profits plunge 75% in wake of fees-for-no-service scandal,Wealth manager hurt by banking royal commission as Commonwealth Bank also suffers and sees eight-year run of profits end,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/08/commonwealth-bank-and-amp-profits-plunge-amid-regulatory-crackdown,"""Commonwealth Bank"""
2018-08-08,Sterling falls against dollar and euro amid fears of no-deal Brexit,Holidaymakers hit by weaker pound as markets factor in chance of chaotic exit from EU,The Guardian,Politics,https://www.theguardian.com/politics/2018/aug/08/sterling-falls-against-dollar-and-euro-amid-fears-of-no-deal-brexit,"""Commonwealth Bank"""
2018-08-09,Thursday briefing: Pound down as markets factor in a hard Brexit,Theresa May woos Brexiter base over Chequers plan … rents climb amid shortage of homes for let … and the case for a nationalising our schools,The Guardian,World news,https://www.theguardian.com/world/2018/aug/09/thursday-briefing-pound-down-as-may-woos-brexiter-base,"""Commonwealth Bank"""
2018-08-09,"Corporate Australia is locked in a culture war, but it's not about left and right",Columnist Janet Albrechtsen and corporate leaders are condemning the stock exchange push for reform. But what is so ‘dangerous’ about it?,The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/10/corporate-australia-is-locked-in-a-culture-war-but-its-not-about-left-and-right,"""Commonwealth Bank"""
2018-08-10,'Stand up if you're an asylum seeker': the night corporate Australia made me cry,"A networking night, a LinkedIn profile, a new suit: these white collar acts that seem so banal may change the life of an asylum seeker",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2018/aug/10/stand-up-if-youre-an-asylum-seeker-the-night-corporate-australia-made-me-cry,"""Commonwealth Bank"""
2018-08-15,Colonial First State admits​ super fees result in vastly different returns,"Trail commissions are banned for new accounts, but Productivity Commission believes 636,000 super members are still subject to them",The Guardian,Australia news,https://www.theguardian.com/australia-news/2018/aug/15/colonial-first-state-admits-super-fees-result-in-vastly-different-returns,"""Commonwealth Bank"""
