date,title,trail_text,source,section,url,query
2023-08-03,Past and present public servants to be investigated – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/03/australia-news-live-barrier-reef-carbon-capture-housing-bill-greens-anthony-albanese-indigenous-voice-to-parliament,"""Commonwealth Bank"""
2023-08-03,She escaped her husband’s physical violence – but economic ties kept them connected for years,"Dialogue around ‘coercive control’ in relation to financial abuse is gaining steam in the US, with California passing laws to protect victims from collectors",The Guardian,US news,https://www.theguardian.com/us-news/2023/aug/03/financial-abuse-domestic-violence-california-survivor-protections,"""Commonwealth Bank"""
2023-08-03,"NAB defends branch closures, says most customers use phone or online services","National Australia Bank stands in stark contrast to its peers, which put regional branch closures on hold in the wake of an inquiry",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/aug/04/nab-regional-branch-closures,"""Commonwealth Bank"""
2023-08-07,Zoom tells staff to come into the office at least two days a week,Policy to apply to those living within 50 miles and follows fall in post-pandemic demand for video-conferencing services,The Guardian,Technology,https://www.theguardian.com/technology/2023/aug/07/zoom-tells-staff-to-come-into-the-office-at-least-two-days-a-week,"""Commonwealth Bank"""
2023-08-08,Australia’s big banks squeeze new homeowners to maintain profits amid bad debt fears,"In an unusual turn of events, banks are raising mortgage rates for new customers to help cover expected losses from mortgage defaults",The Guardian,Business,https://www.theguardian.com/business/2023/aug/08/australias-big-banks-squeeze-new-homeowners-to-maintain-profits-amid-bad-debt-fears,"""Commonwealth Bank"""
2023-08-08,Commonwealth Bank posts record $10bn profit amid rising stress for borrowers,"Annual results for CBA are 6% higher than previous year, buoyed by expanded profit margins during interest rate hikes",The Guardian,News,https://www.theguardian.com/news/2023/aug/09/commonwealth-bank-posts-record-1016bn-profit-amid-rising-stress-for-borrowers,"""Commonwealth Bank"""
2023-08-09,Afternoon Update: CBA makes record profit; Home Affairs’ ChatGPT bungle; and France prepare for Matildas,Australia’s biggest lender posts $10.16bn cash profit even as more of its customers succumb to rising borrowing rates,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/aug/09/afternoon-update-cba-makes-record-profit-home-affairs-chatgpt-bungle-and-france-prepare-for-matildas,"""Commonwealth Bank"""
2023-08-09,Greens back Labor after Liberal threat – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/09/australia-politics-live-anthony-albanese-peter-dutton-rental-crisis-housing-cost-of-living-indigenous-voice-to-parliament,"""Commonwealth Bank"""
2023-08-10,Opposition to launch further attempt to disallow plan after defeat – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/10/australia-politics-live-teals-alcohol-regulation-butler-pharmacists-dispensing-greens-question-time-anthony-albanese-peter-dutton-indigenous-voice-to-parliament,"""Commonwealth Bank"""
2023-08-12,Australian lenders withdraw cashback offers as competition slackens,Several providers are still offering cashbacks as an incentive for people seeking to refinance – but they’re unlikely to last long,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/aug/13/australian-lenders-withdraw-cashback-offers-as-competition-slackens,"""Commonwealth Bank"""
2023-08-14,AFP respond to ‘emergency incident’ – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/14/australia-news-live-mushroom-deaths-ian-wilkinson-defence-jets-mary-louise-mclaws-anthony-albanese-indigenous-voice-to-parliament-matildas-public-holiday,"""Commonwealth Bank"""
2023-08-14,Labor left to push for super profits tax at national conference as housing crisis rages,Delegates at Labor’s national conference this week will argue funding for social and affordable homes should be raised via a 40% tariff on top-earning companies,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/aug/14/labor-left-super-profits-tax-national-conference-housing-crisis-rages,"""Commonwealth Bank"""
2023-08-15,Opposition refers minister to Ibac – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/15/australia-news-live-peter-dutton-anthony-albanese-matildas-world-cup-football-labor-rental-crisis-housing-cost-of-living,"""Commonwealth Bank"""
2023-08-18,NSW splits planning and environment mega department – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/18/australia-news-live-penny-wong-labor-conference-palestine-housing-rental-crisis-cost-of-living-indigenous-voice-to-parliament,"""Commonwealth Bank"""
2023-08-21,Senator responds to report – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/21/australia-news-live-offshore-wind-clean-energy-indigenous-voice-to-parliament-anthony-albanese-womens-world-cup-soccer-spain-lionesses-matildas,"""Commonwealth Bank"""
2023-08-30,Corruption watchdog cleared – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/aug/30/australia-news-live-updates-indigenous-voice-to-parliament-referendum-date-politics-anthony-albanese-china-climate-report-cost-of-living,"""Commonwealth Bank"""
2023-09-04,Qantas board urged to withhold bonuses of Alan Joyce and senior executives,Shareholders’ Association chief says an immediate response is needed if the airline is serious about restoring public trust,The Guardian,Business,https://www.theguardian.com/business/2023/sep/04/qantas-board-urged-to-withhold-bonuses-of-alan-joyce-and-senior-executives,"""Commonwealth Bank"""
2023-09-06,Question time chaos – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/06/australia-politics-live-anthony-albanese-asia-indonesia-asean-g20-hospitals-ubereats-marcia-langton-peter-dutton-indigenous-voice-qantas,"""Commonwealth Bank"""
2023-09-18,One woman in critical condition after ANU stabbing – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/18/australia-news-live-family-law-reform-mark-dreyfus-dating-app-sexual-violence-code-of-conduct-michelle-rowland-referendum-indigenous-voice-to-parliament,"""Commonwealth Bank"""
2023-09-21,Commissioner demands release of UN report – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/21/australia-news-live-indigenous-voice-to-parliament-referendum-covid-19-inquiry-cost-of-living-anthony-albanese-peter-dutton-qantas-tanya-plibersek,"""Commonwealth Bank"""
2023-09-24,A crypto firm sent a disability worker $10m by mistake. Months later she was arrested at an Australian airport,Crypto.com made global headlines for a multimillion-dollar error that went unspotted for months. A court case reveals how it all went wrong,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/sep/24/a-crypto-firm-sent-a-disability-worker-10m-by-mistake-months-later-she-was-arrested-at-an-australian-airport,"""Commonwealth Bank"""
2023-09-24,NT chief minister allegedly assaulted – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/sep/24/employment-white-paper-skills-passport-victoria-liberal-party-council-indigenous-voice-to-parliament-referendum,"""Commonwealth Bank"""
2023-10-01,"Inflation uptick increases risk of another RBA interest rate rise, economists say",First Reserve Bank meeting under new governor Michele Bullock has the potential to surprise after CPI spike,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/oct/02/inflation-uptick-increases-risk-of-another-rba-interest-rate-rise-economists-say,"""Commonwealth Bank"""
2023-10-15,The office returns: are the days of Australians working from home numbered?,Working remotely during the pandemic disrupted a centuries-old agreement between employers and employees. What now for WFH?,The Guardian,Business,https://www.theguardian.com/business/2023/oct/16/wfh-work-from-home-returning-to-office-australia,"""Commonwealth Bank"""
2023-10-18,Oil prices rise after Gaza hospital blast prompts global concern,"Cancellation of summit between Joe Biden and Arab leaders raises risk of wider conflict, says analyst",The Guardian,Business,https://www.theguardian.com/business/2023/oct/18/oil-prices-rise-gaza-hospital-joe-biden,"""Commonwealth Bank"""
2023-10-18,Dutton accuses Albanese of misrepresenting Yunupingu comments – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/oct/18/australia-politics-live-high-court-ev-road-user-tax-victoria-question-time-anthony-albanese-peter-dutton-indigenous-voice-to-parliament,"""Commonwealth Bank"""
2023-10-23,Morning Mail: refugee funds ‘missing’; Australian family trapped in Gaza; Antarctic ice melt locked in,"Claims Australian money for exiled refugees in Papua New Guinea has been misused; Adelaide family pleads for help to escape besieged territory; sea level rise inevitable, research finds",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/oct/24/morning-mail-refugee-funds-missing-australian-family-trapped-in-gaza-antarctic-ice-melt-locked-in,"""Commonwealth Bank"""
2023-10-26,RBA governor says inflation bump no surprise but won’t say whether rates will rise,Michele Bullock tells Senate estimates ‘we might need to go again’ as Westpac joins other big banks in predicting November rate rise,The Guardian,Business,https://www.theguardian.com/business/2023/oct/26/rba-governor-says-inflation-bump-no-surprise-but-wont-say-whether-rates-will-rise,"""Commonwealth Bank"""
2023-10-31,Border town saved from blaze – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/oct/31/australia-news-live-fire-queensland-tara-nsw-stan-grant-indigenous-voice-to-parliament-tony-burke-ir,"""Commonwealth Bank"""
2023-11-02,Australian academics apologise for false AI-generated allegations against big four consultancy firms,Case studies created by Google Bard AI as part of submission to parliamentary inquiry proven to be factually incorrect,The Guardian,Business,https://www.theguardian.com/business/2023/nov/02/australian-academics-apologise-for-false-ai-generated-allegations-against-big-four-consultancy-firms,"""Commonwealth Bank"""
2023-11-03,Taylor Swift: warning over fake tickets as NAB urges punters to be wary of social media scams,"Concern around fake Taylor Swift ticket scams comes as bank reveals $220,000 worth of transactions abandoned daily",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/03/fake-taylor-swift-australia-tour-ticket-scam-social-media-nab-warning,"""Commonwealth Bank"""
2023-11-03,KPMG lodges complaint after AI-generated material was used to implicate them in non-existent scandals,Senate inquiry into Australian consultancy industry concedes its integrity has been undermined by reliance on case studies generated by Google Bard AI tool,The Guardian,Business,https://www.theguardian.com/business/2023/nov/03/kpmg-ai-complaint-non-existent-scandal-ai-case-studies-google-bard,"""Commonwealth Bank"""
2023-11-08,Optus outage: CEO says some services are being restored after millions across Australia lost mobile and internet ,Telecommunications company says engineers investigating a network fault affecting service for customers today,The Guardian,Business,https://www.theguardian.com/business/2023/nov/08/optus-phone-and-internet-outage-affects-millions-across-australia,"""Commonwealth Bank"""
2023-11-08,Optus services restored – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/nov/08/australia-news-live-optus-outage-trains-melbourne-prime-minister-athony-albanese-china-pacific-aukus-daysleford-driver,"""Commonwealth Bank"""
2023-11-14,"Afternoon Update: Australia ‘paralysed’ in Gaza response, UN official says; CommBank records $2.5bn profit; and radio host missing in crocodile waters","World ‘staring into the abyss’, UN special rapporteur says, as Israel’s foreign minister acknowledges growing international pressure for ceasefire",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/14/afternoon-update-australia-paralysed-in-gaza-response-un-official-says-commbank-records-25bn-profit-and-radio-host-missing-in-crocodile-waters,"""Commonwealth Bank"""
2023-11-14,Bandt backs students over climate protests – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/nov/14/australia-politics-live-gambling-lobbyists-qanda-anthony-albanese-peter-dutton-question-time-gaza-cost-of-living-labor-liberal-victoria-nsw-queensland,"""Commonwealth Bank"""
2023-11-15,"Tim was scammed out of $222,000. He says the bank should have to give his money back",A group of victims say the onus is wrongly being put on Australians to protect themselves from increasingly sophisticated scams,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/15/tim-was-scammed-out-of-222000-he-says-the-bank-should-have-to-give-his-money-back,"""Commonwealth Bank"""
2023-11-18,"The great wealth transfer: how Australian banks, supermarkets and airlines have moved billions from customers to shareholders ","Westpac, Qantas and Macquarie Group are all using excess capital to buy back shares. Where did all the money come from?",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/19/australian-banks-in-6bn-share-buybacks-amid-wealth-transfer-from-customers-to-investors,"""Commonwealth Bank"""
2023-11-24,The data is in: a generational shift of wealth is under way in Australia,"Rising debt repayments alongside elevated savings rates are moving money from young to old, experts say, leaving younger people under growing strain",The Guardian,Inequality,https://www.theguardian.com/inequality/2023/nov/25/generational-wealth-gap-study-monash-old-to-young-debt-repayments-savings-rates,"""Commonwealth Bank"""
2023-11-25,How the climate credentials of Australia’s big banks stack up,ANZ stands out as ‘laggard’ while Commonwealth Bank and Westpac have restrictions on facilitating bonds for fossil fuel clients,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/nov/26/how-the-climate-credentials-of-australias-big-banks-stack-up,"""Commonwealth Bank"""
2023-12-14,Work-from-home rates fall but skill shortages may delay full return to Australian offices,"Staff may be eager to come back to workplaces out of concern about career progression, expert says",The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/dec/14/australia-work-from-home-office-rates-numbers-declining-why-skills-shortage,"""Commonwealth Bank"""
2023-12-14,"Morning Mail: detention rules secretly lifted, US passes Aukus law, Warner’s timely ton",Minister eases restrictions in apparent bid to thwart legal action; US Congress votes through Aukus rules,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/dec/15/morning-mail-detention-rules-secretly-lifted-us-passes-aukus-law-warners-timely-ton,"""Commonwealth Bank"""
2023-12-20,"Australian travel insurance red flags: missed connections, stolen luggage and preexisting conditions","Travel insurance can be a complicated business for consumers, with caps and exclusions buried deep in fine print. Here’s how to know what you are really covered for",The Guardian,Travel,https://www.theguardian.com/travel/2023/dec/21/australian-travel-insurance-best-options-conditions-loopholes-what-does-it-cover,"""Commonwealth Bank"""
2023-12-26,Boxing Day sales: retailers expect shoppers to spend $1.25bn amid cost-of-living crisis,Australian Retail Association predicts $23.9bn in spending for sales period ending on 15 January,The Guardian,Australia news,https://www.theguardian.com/australia-news/2023/dec/26/boxing-day-sales-2023-retail-stores-spending-figures-data,"""Commonwealth Bank"""
2023-12-26,Wild weather continues after stormy night – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2023/dec/26/boxing-day-weather-live-updates-nsw-qld-victoria-rain-storms-radar-boxing-day-sydney-brisbane,"""Commonwealth Bank"""
2024-01-11,Top Australian debt collector still operating in Victoria despite blacklisting,"Exclusive: Consumer Affairs Victoria investigating Panthera, which was fined $500,000 in 2020 after pursuing debts from people who were not liable",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/jan/12/top-australian-debt-collector-panthera-finance-still-operating-in-victoria-despite-blacklisting,"""Commonwealth Bank"""
2024-01-13,Labor says it’s looking for ways to ease cost-of-living pressures. Just don’t mention the stage-three tax cuts,The cuts are already baked into the RBA’s forecasts and economists say there is little point looking at alternatives,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/jan/14/labor-ease-cost-of-living-pressures-stage-three-tax-cuts,"""Commonwealth Bank"""
2024-01-17,Qantas tumbles down rankings of Australia’s best brands as Bunnings maintains top spot,"Hardware chain tops Brand Finance rankings for strongest brand for third year in a row, with Woolworths, Telstra, Commonwealth Bank and Coles ranked the four most valuable brands",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/jan/17/australia-best-brand-rankings-new-qantas-decline-bunnings,"""Commonwealth Bank"""
2024-01-17,PM stands by response to naval incident – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/jan/17/news-live-melbourne-the-most-expensive-city-for-public-education-new-cyclone-approaches-australia,"""Commonwealth Bank"""
2024-01-31,Australia’s inflation rate retreats to two-year low fanning hopes next RBA move will be a rate cut,"CPI came in at 4.1% in the December quarter, easing from the September quarter pace of 5.4%",The Guardian,Business,https://www.theguardian.com/business/2024/jan/31/australia-consumer-price-index-falls-inflation-rate-rba-interest-rates-announcement-quarter-four,"""Commonwealth Bank"""
2024-02-06,"Taylor Swift fans being targeted by ticket scammers disguised as social media ‘friends’, Victoria police warn","Victorian fans have already lost more than $260,000 to ticket scammers in relation to the 2024 Eras tour of Australia before the Melbourne concert",The Guardian,Music,https://www.theguardian.com/music/2024/feb/07/taylor-swift-ticket-scams-melbourne-concert-fans-friends-tickets-eras-tour-australia-2024,"""Commonwealth Bank"""
2024-02-07,Afternoon Update: Australians overcharged across industries; right to disconnect from work laws a near certainty; and what’s in household dust?,"An inquiry into price gouging has found a lack of competition in key markets, including banks and supermarkets, is driving inflation",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/07/afternoon-update-australians-overcharged-across-industries-right-to-disconnect-from-work-laws-a-near-certainty-and-whats-in-household-dust,"""Commonwealth Bank"""
2024-02-07,"The RBA says it’s still worried about inflation, but few believe this will mean higher interest rates ","Instead of claiming demand factors are the main reason for inflation, the spotlight should be on companies’ pricing decisions",The Guardian,Business,https://www.theguardian.com/business/grogonomics/2024/feb/08/rba-company-profits-inflation-interest-rates-rises-reserve-bank-australia,"""Commonwealth Bank"""
2024-02-14,Commonwealth Bank posts $5bn half-yearly cash profit after ‘deliberate’ shrinking of home loan book,"Latest financial results show bank now targeting savers over mortgage holders, amid concerns over weakening competition among major lenders",The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/14/commonwealth-bank-half-yearly-earnings-results-profit-home-loans-share-price,"""Commonwealth Bank"""
2024-02-14,Afternoon Update: farmer killed in Victorian storms; CBA posts $5bn profit; and Indonesia goes to the polls,The 50-year-old Darlimurla man was killed following major storms that battered the state,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/14/afternoon-update-farmer-killed-in-victorian-storms-cba-posts-5bn-profit-and-indonesia-goes-to-the-polls,"""Commonwealth Bank"""
2024-02-14,Queensland introduces carbon target bill; Tasmanian premier calls election – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/14/australia-politics-live-food-banks-ai-tasmania-election-aged-care-treaty-question-time-anthony-albanese-peter-dutton-labor-coalition-greens,"""Commonwealth Bank"""
2024-02-15,"Australia’s economy likely to slow until stage-three tax cuts, lower interest rates and easing inflation kick in, CBA says","Spending tipped to moderate until households start getting some relief in the middle of the year, CommBank chief economist says",The Guardian,Business,https://www.theguardian.com/business/2024/feb/15/australia-economy-slow-stage-three-tax-cuts-interest-rates-inflation-rba,"""Commonwealth Bank"""
2024-02-18,Hold the beer: how university O-Week swapped parties and pranks for picnics and friendship bracelets ,Traditionally orientation week went hand in hand with boozing. These days the activities are more inclusive and welcoming,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/19/university-o-weeks-orientation-week-usyd-anu-monash,"""Commonwealth Bank"""
2024-02-21,Light-touch competition policy hasn’t helped Australian mortgage holders. It’s time to get tough,Acquisitions such as ANZ’s of Suncorp should be presumed to be anticompetitive until proven otherwise,The Guardian,Opinion,https://www.theguardian.com/commentisfree/2024/feb/22/anz-suncorp-merger-accc-professor-allan-fels,"""Commonwealth Bank"""
2024-02-22,Former governors and treasurers advise against removing government’s power to overrule RBA,Critics of treasurer Jim Chalmers’ proposed reforms say the Reserve Bank is independent enough,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/22/former-governors-and-treasurers-advise-against-removing-governments-power-to-overrule-rba,"""Commonwealth Bank"""
2024-02-22,Fire situation ‘will get worse before it gets better’ – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/22/australia-news-live-extreme-fire-warnings-taekwondo-instructor-charged-anthony-albanese-peter-dutton-labor-coalition-taylor-swift,"""Commonwealth Bank"""
2024-02-26,"Morning Mail: big gender pay gaps revealed, Coalition pulls ahead in poll, police told to sit out Mardi Gras",Landmark data paints stark picture of gulf at leading companies; Anthony Albanese sees trustworthiness fall in latest voter survey,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/27/morning-mail-big-gender-pay-gaps-revealed-coalition-pulls-ahead-in-poll-police-told-to-sit-out-mardi-gras,"""Commonwealth Bank"""
2024-02-27,Lidia Thorpe backs Mardi Gras over NSW police decision – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/27/australia-politics-live-scott-morrison-valedictory-speech-anthony-albanese-polls-dunkley-byelection-peter-dutton-question-time,"""Commonwealth Bank"""
2024-02-28,Flight Centre records strong half-year financial result as customers ‘revenge travel’,Travel agency’s revenue from leisure arm now exceeding pre-pandemic levels as head predicts ‘watershed’ year after four years of disruptions,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/feb/28/flight-centre-half-yearly-financial-results-profits-earnings-share-price,"""Commonwealth Bank"""
2024-02-28,Deal allows police to march in parade – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/feb/28/australia-politics-live-anthony-albanese-peter-dutton-question-time-byelection-dunkley-health-insurance-premiums-cost-of-living-interest-rates,"""Commonwealth Bank"""
2024-03-06,"Morning Mail: what Sam Kerr allegedly said to police, tobacco giant’s $55,000 donation, Nikki Haley quits race",Matildas captain allegedly called British officer a ‘stupid white bastard’ in taxi row; first donation by BAT for 13 years came amid vaping crackdown,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/mar/07/morning-mail-what-sam-kerr-allegedly-said-to-police-tobacoo-giants-55000-donation-nikki-haley-quits-ntwnfb,"""Commonwealth Bank"""
2024-03-07,Nowland family reach settlement – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/07/australia-news-live-supermarkets-accc-competition-price-gouging-cost-of-living-sam-kerr-nsw-asbestos-mulch-epa,"""Commonwealth Bank"""
2024-03-11,Passengers treated after ‘technical problem’ – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/11/australia-news-live-tariffs-jim-chalmers-doxxing-laws-sydney-tolls-chris-minns-unrwa-heat-heatwave,"""Commonwealth Bank"""
2024-03-13,Collapse at regional mine – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/13/australia-news-live-china-tariffs-wine-wa-floods-suv-car-parking-yarra-anthony-albanese-penny-wong-ntwnfb,"""Commonwealth Bank"""
2024-03-20,Dutton claims PM ‘misrepresented’ earlier comments about Rudd’s performance as US ambassador – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/20/australia-politics-live-china-foreign-minister-wang-yi-penny-wong-question-time-anthony-albanese-peter-dutton-religious-discrimination-immigration-detainees,"""Commonwealth Bank"""
2024-03-21,"Migration rose by one-third last year to lift Australia’s population by a record 659,000",The net annual rise was revealed as Labor signalled moves to reduce migration arrivals,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/mar/21/migration-numbers-australia-2023-rise,"""Commonwealth Bank"""
2024-03-26,Coalition to vote against fuel efficiency standard despite not seeing bill – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/mar/26/australia-politics-live-wage-case-cost-of-living-anthony-albanese-peter-dutton-question-time-fuel-efficiency-standards-aukus-submarines,"""Commonwealth Bank"""
2024-04-02,Ten lawyers tell court Lehrmann may have leaked confidential material to Spotlight program – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/apr/02/australia-news-live-storm-victoria-labor-diagnosis-autism-weather-rain-house-prices-politics-nsw-qld-aukus-albanese-flooding-easter,"""Commonwealth Bank"""
2024-04-02,Zomi Frankcom’s family say Australian aid worker killed in Israeli airstrike was ‘doing the work she loves’,PM Anthony Albanese describes 43-year-old’s death as ‘completely unacceptable’ as tributes flow for World Central Kitchen worker online,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/apr/02/australian-aid-worker-zomi-frankcom-killed-idf-strike-gaza-world-central-kitchen,"""Commonwealth Bank"""
2024-04-02,Middle East crisis: Israel criticised for strike that killed seven aid workers in Gaza – as it happened,"World Central Kitchen volunteers killed in strike were from the UK, Australia, Poland and Palestine and included a US-Canadian citizen",The Guardian,World news,https://www.theguardian.com/world/live/2024/apr/02/middle-east-crisis-live-updates-israel-gaza-war-today-gaza-foreign-aid-workers-killed-idf-investigation,"""Commonwealth Bank"""
2024-04-10,Mini me: Labor’s Julian Hill declares ‘priceless’ 75cm statue of himself gifted by constituent,Disclosures include a custom turntable from Joe Biden and a statue depicting Julian Hill on a gold armchair given by a local supporter,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/apr/11/weird-and-wonderful-world-of-politicians-gifts-julian-hill,"""Commonwealth Bank"""
2024-05-09,Greens senator applies for court case against One Nation leader to be re-opened – As it happened ,All the day’s news as it unfolded,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/may/09/penny-wong-israel-rafah-labor-gas-strategy-budget-anthony-albanese-peter-dutton-coalition,"""Commonwealth Bank"""
2024-05-11,"‘A long, slow burn’: more Australian households on the brink as mortgage stress rises",Major banks’ $15bn half-yearly results mask an increasing debt that could leave borrowers forced to sell their homes,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/may/11/a-long-slow-burn-more-australian-households-on-the-brink-as-mortgage-stress-rises,"""Commonwealth Bank"""
2024-05-13,Federal budget to remain in the black with forecast surplus of $9.3bn for 2023-24,Jim Chalmers signals cost-of-living relief for those ‘doing it tough’ – but some question the wisdom of adopting stimulatory measures too soon,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/may/13/australia-federal-budget-2024-preview-surplus-jim-chalmers-treasurer-cost-of-living,"""Commonwealth Bank"""
2024-05-14,The jailing of David McBride is a dark day for democracy and press freedom in Australia,Does it really make our country a better place to imprison a whistleblower whose actions led to public interest reporting on war crimes in Afghanistan?,The Guardian,Media,https://www.theguardian.com/media/commentisfree/article/2024/may/14/the-jailing-of-david-mcbride-is-a-dark-day-for-democracy-and-press-freedom-in-australia,"""Commonwealth Bank"""
2024-05-15,Senator breaks ranks on Gaza – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/may/15/federal-budget-2024-live-updates-reaction-australia-jim-chalmers-peter-dutton-politics-latest-news,"""Commonwealth Bank"""
2024-05-20,How an Australian debt collection giant dodged its own blacklisting,<strong>Exclusive</strong>: Panthera Finance circumvented an order to cease buying and chasing debts in Victoria by passing on business to a sister company that hounded an autistic child,The Guardian,Australia news,https://www.theguardian.com/news/article/2024/may/21/panthera-finance-blacklisted-victoria-sister-company,"""Commonwealth Bank"""
2024-05-23,"Older Australians spending more across the board as young people cut back on essentials, report shows","With inflation, March quarter consumption fell more than 7% for 25- to 29-year-olds, while over-65s spent 11% more on travel compared with last year",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/may/23/australia-inflation-march-quarter-spending-older-australians,"""Commonwealth Bank"""
2024-05-23,PM defends response to ICC arrest warrant request – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/may/23/australia-politics-live-melbourne-students-pro-palestine-camp-university-australians-repatriated-new-caledonia-icc-arrest-warrent-bhp-suv-renewables,"""Commonwealth Bank"""
2024-06-01,"What cost-of-living crisis? Australians splashing the cash on luxury bags, health clubs and art","While most of the country is being hammered by rising prices of everything from rent to food, the top end is still flush – and spending",The Guardian,Inequality,https://www.theguardian.com/inequality/article/2024/jun/02/what-cost-of-living-crisis-australians-splashing-the-cash-on-luxury-bags-health-clubs-and-art,"""Commonwealth Bank"""
2024-06-03,Minimum wage workers in Australia to get a 3.75% pay rise over the next 12 months,"Fair Work Commission lifts minimum wage to $24.10 an hour from July, with the rise outpacing the government’s forecast inflation rate",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/jun/03/australia-minimum-wage-3-75-percent-pay-rise,"""Commonwealth Bank"""
2024-06-07,Even ‘magic’ and ‘miracles’ not beyond Rupert Murdoch as The Australian marks its 60th birthday,"The masthead goes all out to flatter its boss before his arrival, lauding ‘a paper like no other’. Plus: ABC breaches its standards on brumbies reporting",The Guardian,Media,https://www.theguardian.com/media/commentisfree/article/2024/jun/07/even-magic-and-miracles-not-beyond-rupert-murdoch-as-the-australian-marks-its-60th-birthday,"""Commonwealth Bank"""
