date,news_sentiment_mean,news_sentiment_std,news_positive_ratio,news_negative_ratio,news_headline_volume
2017-06-21,-0.9552568,0.0,0.0,1.0,1
2017-06-23,-0.93912387,0.0,0.0,1.0,1
2017-06-26,-0.47948533,0.0,0.0,1.0,1
2017-06-28,-0.92497915,0.0,0.0,1.0,1
2017-07-04,-0.18488403,0.0,0.0,0.0,1
2017-07-11,-0.94024754,0.0,0.0,1.0,1
2017-07-19,-0.92623043,0.0,0.0,1.0,1
2017-07-21,-0.87281656,0.0,0.0,1.0,1
2017-07-28,-0.3992859,0.0,0.0,0.0,1
2017-08-03,-0.8002692,0.18929136,0.0,1.0,2
2017-08-07,-0.82844025,0.0,0.0,1.0,1
2017-08-08,-0.6956633,0.27906048,0.0,0.8333333333333334,6
2017-08-09,-0.1374285,0.42476627,0.3333333333333333,0.3333333333333333,3
2017-08-11,-0.47163808,0.46561325,0.0,0.6666666666666666,3
2017-08-14,-0.33419678,0.30565557,0.0,0.5,4
2017-08-16,-0.53466177,0.0,0.0,1.0,1
2017-08-17,-0.9393743,0.0,0.0,1.0,1
2017-08-19,-0.24257746,0.0,0.0,0.0,1
2017-08-23,-0.93303776,0.0123502035,0.0,1.0,3
2017-08-27,0.1260562,0.0,0.0,0.0,1
2017-08-29,-0.8854022,0.0,0.0,1.0,1
2017-09-11,-0.9233033,0.0,0.0,1.0,1
2017-09-15,0.15477401,0.0,0.0,0.0,1
2017-09-20,-0.8375838,0.0,0.0,1.0,1
2017-09-21,-0.93286437,0.0,0.0,1.0,1
2017-09-24,-0.7357206,0.0,0.0,1.0,1
2017-09-26,-0.2608324,0.0,0.0,0.0,1
2017-10-02,-0.9441513,0.020734984,0.0,1.0,2
2017-10-10,-0.86938375,0.0,0.0,1.0,1
2017-10-12,0.04522828,0.0,0.0,0.0,1
2017-10-15,-0.9047193,0.0,0.0,1.0,1
2017-10-16,0.8412285,0.0,1.0,0.0,1
2017-10-19,-0.1042341,0.0,0.0,0.0,1
2017-10-20,-0.47178707,0.0,0.0,1.0,1
2017-10-22,0.22928745,0.22559346,0.5,0.0,2
2017-10-25,-0.44710198,0.0,0.0,0.0,1
2017-11-07,-0.73526275,0.0,0.0,1.0,1
2017-11-08,0.79410887,0.0,1.0,0.0,1
2017-11-16,-0.18576306,0.2080504,0.0,0.5,2
2017-11-22,0.91911757,0.0,1.0,0.0,1
2017-11-30,0.033900578,0.5186645,0.3333333333333333,0.3333333333333333,3
2017-12-02,0.16972828,0.0,0.0,0.0,1
2017-12-03,-0.92457557,0.0,0.0,1.0,1
2017-12-04,-0.40995178,0.0,0.0,0.0,1
2017-12-06,-0.9575496,0.0,0.0,1.0,1
2017-12-14,0.003967315,1.2663697,0.5,0.5,2
2017-12-16,0.596343,0.0,1.0,0.0,1
2017-12-31,0.059359636,0.0,0.0,0.0,1
2018-01-16,0.6312737,0.0,1.0,0.0,1
2018-01-18,-0.9256175,0.0,0.0,1.0,1
2018-01-24,-0.95046383,0.0,0.0,1.0,1
2018-01-28,0.040099367,0.038182218,0.0,0.0,2
2018-01-31,-0.9092803,0.0,0.0,1.0,1
2018-02-06,-0.9206565,0.034622457,0.0,1.0,2
2018-02-07,-0.6246526,0.54034287,0.0,0.6666666666666666,3
2018-02-15,0.16435364,0.0,1.0,0.0,1
2018-03-07,-0.926688,0.0,0.0,1.0,1
2018-03-13,-0.3795394,0.0,0.0,0.0,1
2018-03-15,-0.7112083,0.0,0.0,1.0,1
2018-03-16,-0.91554344,0.0,0.0,1.0,1
2018-03-19,-0.13835683,0.0,0.0,0.0,1
2018-03-20,-0.9300577,0.0,0.0,1.0,1
2018-03-22,0.21031502,0.0,1.0,0.0,1
2018-03-23,-0.28852803,0.0,0.0,0.0,1
2018-03-26,-0.7224548,0.0,0.0,1.0,1
2018-03-27,-0.0019637048,0.0,0.0,0.0,1
2018-03-29,-0.9030706,0.06844497,0.0,1.0,2
2018-04-13,0.17961682,0.27746385,0.5,0.0,2
2018-04-16,-0.002447646,0.0,0.0,0.0,1
2018-04-18,-0.10796532,0.0,0.0,0.0,1
2018-04-19,-0.37267527,0.45218346,0.0,0.4,5
2018-04-20,-0.8439876,0.07958661,0.0,1.0,2
2018-04-22,0.016499192,0.56357783,0.5,0.5,2
2018-04-23,-0.32275826,0.20406675,0.0,0.5,2
2018-04-26,-0.8748971,0.0,0.0,1.0,1
2018-04-27,-0.8681094,0.0,0.0,1.0,1
2018-04-30,-0.91578865,0.0,0.0,1.0,1
2018-05-01,-0.8624399,0.1434516,0.0,1.0,2
2018-05-02,-0.47258496,0.7002882,0.0,0.6666666666666666,3
